customerID,Contract,tenure,MonthlyCharges,Churn,Churn_Probability,MRR_at_Risk,Risk_Tier
3062-ICYZQ,0,51,93.8,No,0.2382,22.34,Low Risk
9938-PRCVK,2,41,19.7,No,0.0091,0.18,Low Risk
0973-KYVNF,2,72,70.65,No,0.0252,1.78,Low Risk
5129-HHMZC,2,43,86.45,No,0.0253,2.19,Low Risk
9637-CDTKZ,2,72,114.1,No,0.0297,3.39,Low Risk
3946-JEWRQ,1,47,95.2,No,0.1901,18.1,Low Risk
7873-CVMAW,2,72,88.55,No,0.0132,1.17,Low Risk
0463-WZZKO,0,3,20.75,No,0.1218,2.53,Low Risk
3494-JCHRQ,0,1,70.05,Yes,0.8356,58.53,High Risk
6474-FVJLC,0,2,86.0,Yes,0.8294,71.33,High Risk
4524-QCSSM,0,26,44.65,No,0.1735,7.75,Low Risk
5832-EXGTT,0,29,60.2,No,0.0913,5.5,Low Risk
8840-DQLGN,0,35,100.5,Yes,0.2762,27.76,Low Risk
2039-JONDJ,1,27,55.45,No,0.0384,2.13,Low Risk
7217-JYHOQ,0,24,70.3,No,0.083,5.83,Low Risk
6695-FRVEC,2,67,60.4,No,0.0099,0.6,Low Risk
4547-LYTDD,0,16,72.65,Yes,0.4389,31.89,Medium Risk
9894-QMIMJ,1,23,55.8,No,0.0854,4.77,Low Risk
8069-YQQAJ,0,14,31.1,No,0.2119,6.59,Low Risk
6770-XUAGN,0,1,21.0,Yes,0.5089,10.69,Medium Risk
4193-ORFCL,0,1,45.1,Yes,0.6062,27.34,High Risk
1636-NTNCO,0,4,50.95,No,0.3473,17.69,Medium Risk
3466-WAESX,0,16,69.1,No,0.1551,10.72,Low Risk
9281-PKKZE,0,46,43.95,No,0.2942,12.93,Low Risk
3638-VBZTA,2,68,86.5,No,0.0241,2.08,Low Risk
7459-IMVYU,0,38,69.95,No,0.0884,6.18,Low Risk
7776-QWNFX,0,30,50.4,Yes,0.2341,11.8,Low Risk
6689-TCZHQ,0,5,78.95,Yes,0.691,54.55,High Risk
8563-OYMQY,0,17,90.95,No,0.3832,34.85,Medium Risk
0754-EEBDC,2,4,19.9,No,0.0351,0.7,Low Risk
5777-ZPQNC,1,12,20.15,No,0.0281,0.57,Low Risk
1951-IEYXM,2,72,90.6,No,0.0251,2.27,Low Risk
3318-NMQXL,0,3,92.0,No,0.7379,67.89,High Risk
3143-ILDAL,0,56,94.45,Yes,0.342,32.3,Medium Risk
1022-RKXDR,1,41,24.85,No,0.0249,0.62,Low Risk
2361-FJWNO,1,40,36.0,No,0.0579,2.08,Low Risk
2272-UOINI,0,7,78.5,No,0.2057,16.15,Low Risk
8232-UTFOZ,2,69,19.95,No,0.0073,0.15,Low Risk
3750-YHRYO,1,7,20.65,No,0.0284,0.59,Low Risk
6637-KYRCV,0,5,30.5,No,0.2502,7.63,Low Risk
5668-MEISB,2,72,106.1,No,0.0454,4.82,Low Risk
0129-QMPDR,1,44,20.5,No,0.0073,0.15,Low Risk
7188-CBBBA,1,65,95.5,No,0.2075,19.82,Low Risk
5356-CSVSQ,0,3,64.6,No,0.477,30.81,Medium Risk
3221-CJMSG,0,24,51.1,No,0.1276,6.52,Low Risk
4720-VSTSI,0,44,84.8,Yes,0.3514,29.8,Medium Risk
3219-JQRSL,2,72,89.1,No,0.0343,3.06,Low Risk
2801-NISEI,0,24,54.95,No,0.171,9.4,Low Risk
3946-MHCZW,0,1,50.9,Yes,0.5855,29.8,Medium Risk
4623-ZKHLY,0,22,20.45,No,0.0855,1.75,Low Risk
6732-VAILE,2,70,85.95,No,0.0178,1.53,Low Risk
8201-AAXCB,0,25,60.35,No,0.2192,13.23,Low Risk
7696-CFTAT,2,37,19.8,No,0.0078,0.15,Low Risk
1845-CSBRZ,0,22,85.35,No,0.3204,27.35,Medium Risk
2123-VSCOT,2,59,72.1,No,0.0127,0.92,Low Risk
6651-AZVTJ,0,49,99.8,Yes,0.5186,51.76,Medium Risk
4566-GOLUK,0,47,107.35,Yes,0.4937,53.0,Medium Risk
2484-DGXPZ,0,31,19.55,Yes,0.2044,4.0,Low Risk
2018-QKYGT,0,1,81.05,No,0.6835,55.4,High Risk
2792-VPPET,0,3,20.5,No,0.1614,3.31,Low Risk
7409-JURKQ,1,53,111.8,No,0.2104,23.52,Low Risk
3247-MHJKM,0,1,20.2,No,0.3387,6.84,Medium Risk
1964-SVLEA,1,20,19.7,No,0.0083,0.16,Low Risk
4587-NUKOX,0,3,79.1,Yes,0.5715,45.21,Medium Risk
7297-DVYGA,1,51,19.85,No,0.0122,0.24,Low Risk
2239-CGBUZ,1,51,60.5,No,0.0236,1.43,Low Risk
0854-UYHZD,2,13,19.55,No,0.0158,0.31,Low Risk
7243-LCGGZ,0,1,20.9,No,0.3923,8.2,Medium Risk
8267-KFGYD,0,1,21.05,No,0.2976,6.26,Low Risk
4890-VMUAV,1,63,71.5,No,0.0504,3.6,Low Risk
9261-WDCAF,0,3,54.65,No,0.3987,21.79,Medium Risk
3764-MNMOI,2,46,19.2,No,0.0134,0.26,Low Risk
7442-YGZFK,0,1,49.8,No,0.5053,25.16,Medium Risk
0420-BWTPW,0,8,25.5,Yes,0.3294,8.4,Medium Risk
8229-BUJHX,2,71,20.5,No,0.0023,0.05,Low Risk
7449-HVPIV,0,55,90.4,No,0.2484,22.46,Low Risk
5504-WSIUR,1,70,90.25,No,0.0947,8.55,Low Risk
8183-ONMXC,0,2,80.75,Yes,0.7743,62.52,High Risk
8466-PZBLH,2,67,104.6,No,0.087,9.1,Low Risk
9614-RMGHA,0,65,91.85,Yes,0.3307,30.37,Medium Risk
8735-IJJEG,0,14,50.2,No,0.1573,7.9,Low Risk
0564-MUUQK,0,20,95.5,No,0.3541,33.82,Medium Risk
5054-IEXZT,0,1,75.35,Yes,0.8139,61.33,High Risk
5834-ASPWA,0,1,75.45,Yes,0.8526,64.33,High Risk
0701-RFGFI,0,49,95.4,No,0.3907,37.27,Medium Risk
0019-EFAEP,2,72,101.3,No,0.0311,3.15,Low Risk
5619-PTMIK,0,46,53.1,No,0.1954,10.38,Low Risk
3737-XBQDD,0,24,84.85,No,0.3464,29.39,Medium Risk
5882-CMAZQ,0,5,34.25,No,0.2094,7.17,Low Risk
5846-QFDFI,0,33,88.6,No,0.2306,20.43,Low Risk
4445-KWOKW,1,42,60.15,No,0.0372,2.24,Low Risk
3511-APPBJ,1,23,99.95,No,0.1621,16.2,Low Risk
7967-HYCDE,0,8,70.7,No,0.3823,27.03,Medium Risk
2430-RRYUW,1,66,54.8,No,0.0387,2.12,Low Risk
3948-XHGNA,0,24,49.55,Yes,0.2454,12.16,Low Risk
3723-BFBGR,0,24,54.8,No,0.1631,8.94,Low Risk
0565-IYCGT,1,69,78.6,Yes,0.185,14.54,Low Risk
5447-WZAFP,1,53,100.3,No,0.2208,22.15,Low Risk
5110-CHOPY,2,60,53.6,No,0.1076,5.77,Low Risk
5445-UTODQ,0,7,81.1,Yes,0.709,57.5,High Risk
4425-OWHWB,1,20,19.35,No,0.0114,0.22,Low Risk
7892-QVYKW,0,23,85.6,No,0.406,34.75,Medium Risk
9675-ICXCT,2,72,80.8,No,0.0433,3.5,Low Risk
1024-VRZHF,0,11,74.95,Yes,0.6274,47.02,High Risk
4703-MQYKT,2,21,19.6,No,0.0102,0.2,Low Risk
9497-QCMMS,0,1,93.55,Yes,0.9161,85.7,High Risk
5692-ICXLW,0,31,90.7,No,0.4858,44.06,Medium Risk
0602-DDUML,2,57,69.75,No,0.0235,1.64,Low Risk
2208-MPXIO,2,45,20.0,No,0.0056,0.11,Low Risk
1960-UYCNN,0,10,95.25,No,0.6723,64.04,High Risk
0348-SDKOL,0,58,102.1,Yes,0.4004,40.88,Medium Risk
3190-FZATL,0,14,19.95,No,0.1037,2.07,Low Risk
7336-RLLRH,1,27,80.85,No,0.0497,4.02,Low Risk
4373-MAVJG,0,14,90.9,Yes,0.6013,54.66,High Risk
8901-HJXTF,0,12,29.2,Yes,0.2737,7.99,Low Risk
7710-JSYOA,2,69,93.3,No,0.0698,6.51,Low Risk
5419-KLXBN,0,25,89.15,Yes,0.3372,30.06,Medium Risk
3424-NMNBO,1,58,108.85,Yes,0.3967,43.18,Medium Risk
9885-MFVSU,2,35,46.35,No,0.0218,1.01,Low Risk
4514-GFCFI,0,16,84.75,Yes,0.6702,56.8,High Risk
0607-MVMGC,1,45,78.75,No,0.0529,4.17,Low Risk
3365-SAIGS,0,17,83.55,No,0.496,41.44,Medium Risk
9828-AOQLM,0,1,45.7,Yes,0.6403,29.26,High Risk
8022-BECSI,1,22,19.6,No,0.0086,0.17,Low Risk
8000-REIQB,0,1,69.95,Yes,0.8383,58.64,High Risk
9993-LHIEB,2,67,67.85,No,0.0151,1.02,Low Risk
0266-CLZKZ,2,67,105.65,No,0.1163,12.29,Low Risk
7615-ESMYF,0,2,44.6,Yes,0.615,27.43,High Risk
3858-VOBET,0,23,74.95,Yes,0.494,37.03,Medium Risk
7020-OZKXZ,0,9,75.5,No,0.3768,28.45,Medium Risk
3977-QCRSL,0,5,20.15,No,0.1762,3.55,Low Risk
0017-DINOC,2,54,45.2,No,0.0181,0.82,Low Risk
1447-PJGGA,2,57,95.25,Yes,0.3035,28.91,Medium Risk
8565-CLBZW,0,24,89.85,Yes,0.4513,40.55,Medium Risk
9139-WQQDY,1,49,100.45,Yes,0.1812,18.2,Low Risk
0224-HJAPT,0,5,47.15,Yes,0.4917,23.18,Medium Risk
8086-OVPWV,0,2,80.2,Yes,0.737,59.11,High Risk
9430-FRQOC,0,4,87.1,Yes,0.7683,66.92,High Risk
7639-OPLNG,2,70,79.25,No,0.0163,1.29,Low Risk
3074-GQWYX,0,5,75.9,Yes,0.7123,54.06,High Risk
1492-QGCLU,0,53,85.7,No,0.0964,8.26,Low Risk
6845-RGTYS,0,47,98.75,Yes,0.3512,34.68,Medium Risk
7328-OWMOM,1,31,20.1,No,0.0171,0.34,Low Risk
4418-LZMSV,0,13,61.8,No,0.1326,8.19,Low Risk
5155-AZQPB,0,28,49.9,No,0.099,4.94,Low Risk
8861-HGGKB,0,10,86.45,Yes,0.6503,56.22,High Risk
1087-GRUYI,2,38,20.4,No,0.0104,0.21,Low Risk
7065-YUNRY,0,1,45.3,Yes,0.527,23.87,Medium Risk
7694-VLBWQ,1,67,104.1,Yes,0.2994,31.17,Low Risk
2546-KZAAT,1,52,75.4,No,0.0544,4.1,Low Risk
0181-RITDD,2,62,108.15,No,0.0651,7.04,Low Risk
5989-PGKJB,0,16,86.25,No,0.5373,46.34,Medium Risk
4795-KTRTH,0,5,81.0,Yes,0.7805,63.22,High Risk
8272-ONJLV,1,12,95.7,No,0.3892,37.25,Medium Risk
1488-PBLJN,2,72,116.85,No,0.0309,3.61,Low Risk
0308-GIQJT,1,71,105.75,No,0.2008,21.23,Low Risk
3778-FOAQW,1,24,20.15,No,0.0193,0.39,Low Risk
4452-ROHMO,2,15,19.6,No,0.014,0.27,Low Risk
6481-OGDOO,1,67,90.6,Yes,0.3026,27.42,Medium Risk
3090-LETTY,0,2,60.95,No,0.3478,21.2,Medium Risk
5349-AZPEW,0,5,25.05,No,0.2721,6.82,Low Risk
3753-TSEMP,0,15,88.15,Yes,0.5574,49.13,Medium Risk
8305-VHZBZ,0,1,20.2,Yes,0.4911,9.92,Medium Risk
9720-JJJOR,1,41,60.3,No,0.0479,2.89,Low Risk
8100-HZZLJ,0,43,63.95,No,0.1056,6.75,Low Risk
8775-ERLNB,0,1,74.3,No,0.6459,47.99,High Risk
8309-IEYJD,0,1,70.6,No,0.7205,50.87,High Risk
9172-JITSM,0,26,90.8,Yes,0.4709,42.76,Medium Risk
6298-QDFNH,0,22,79.35,Yes,0.5239,41.57,Medium Risk
7398-HPYZQ,2,71,90.55,No,0.0119,1.08,Low Risk
3546-GHEAE,2,7,19.45,No,0.0504,0.98,Low Risk
7361-YPXFS,0,28,64.45,No,0.0944,6.08,Low Risk
6557-BZXLQ,0,16,69.65,No,0.4347,30.28,Medium Risk
2550-QHZGP,1,7,19.5,No,0.0298,0.58,Low Risk
7519-JTWQH,2,69,110.5,No,0.1284,14.19,Low Risk
2538-OIMXF,0,1,24.7,No,0.3877,9.58,Medium Risk
8543-MSDMF,0,3,77.4,No,0.3015,23.34,Medium Risk
9961-JBNMK,0,21,96.8,Yes,0.4952,47.94,Medium Risk
1170-SASML,0,69,85.4,No,0.3004,25.65,Medium Risk
4872-JCVCA,2,71,47.6,No,0.0221,1.05,Low Risk
5346-BZCHP,2,69,19.4,No,0.0253,0.49,Low Risk
2038-LLMLM,0,48,103.85,No,0.426,44.24,Medium Risk
6173-ITPWD,0,47,83.35,Yes,0.3426,28.56,Medium Risk
9734-UYXQI,0,2,49.4,Yes,0.5112,25.25,Medium Risk
1216-BGTSP,0,45,108.45,No,0.252,27.33,Low Risk
4138-NAXED,0,51,81.0,No,0.237,19.2,Low Risk
2189-UXTKY,0,22,79.2,Yes,0.4557,36.09,Medium Risk
0744-BIKKF,2,72,86.65,No,0.0121,1.05,Low Risk
7483-IQWIB,0,37,92.95,No,0.3424,31.83,Medium Risk
5248-KWLAR,2,71,90.35,No,0.021,1.9,Low Risk
4958-GZWIY,0,7,48.7,Yes,0.3877,18.88,Medium Risk
7996-MHXLW,2,66,25.15,No,0.0162,0.41,Low Risk
7833-PKIHD,1,51,76.4,No,0.032,2.44,Low Risk
7061-OVMIM,1,30,19.55,No,0.0174,0.34,Low Risk
5153-RTHKF,0,34,85.35,No,0.4346,37.09,Medium Risk
1852-QSWCD,2,64,24.8,No,0.0049,0.12,Low Risk
4832-VRBMR,1,65,103.15,No,0.1776,18.32,Low Risk
9079-LWTFD,0,47,100.75,No,0.1694,17.07,Low Risk
6356-ELRKD,0,1,95.6,Yes,0.8453,80.81,High Risk
8624-GIOUT,0,49,59.75,Yes,0.2692,16.08,Low Risk
3392-EHMNK,2,67,94.1,No,0.1148,10.8,Low Risk
5986-WWXDV,1,39,19.35,No,0.031,0.6,Low Risk
3061-BCKYI,0,14,19.9,No,0.1016,2.02,Low Risk
6179-GJPSO,0,43,108.15,Yes,0.4817,52.1,Medium Risk
7901-TBKJX,0,56,101.05,No,0.4531,45.79,Medium Risk
7228-PAQPD,1,14,59.1,No,0.1095,6.47,Low Risk
3177-LASXD,0,1,71.35,Yes,0.7712,55.03,High Risk
7746-QYVCO,1,16,55.85,No,0.0577,3.22,Low Risk
5804-HYIEZ,0,70,106.05,No,0.2551,27.05,Low Risk
9919-FZDED,2,72,84.1,No,0.0249,2.09,Low Risk
5934-TSSAU,0,23,75.3,No,0.2716,20.45,Low Risk
3486-KHMLI,0,21,24.7,No,0.0715,1.77,Low Risk
4897-QSUYC,0,1,20.15,Yes,0.5436,10.95,Medium Risk
1084-UQCHV,0,1,69.75,Yes,0.7805,54.44,High Risk
8290-YWKHZ,0,32,93.2,Yes,0.5494,51.2,Medium Risk
2955-BJZHG,0,17,80.85,Yes,0.4603,37.22,Medium Risk
3806-DXQOM,0,4,33.65,Yes,0.5346,17.99,Medium Risk
6784-XYJAE,1,36,55.8,No,0.0623,3.48,Low Risk
3933-DQPWX,2,50,39.7,No,0.0595,2.36,Low Risk
6661-EIPZC,0,48,29.5,No,0.1508,4.45,Low Risk
8957-THMOA,2,50,20.15,No,0.0136,0.27,Low Risk
2251-PYLPB,2,72,79.55,No,0.018,1.43,Low Risk
5555-RNPGT,0,10,24.8,No,0.2746,6.81,Low Risk
1057-FOGLZ,0,18,19.65,No,0.0794,1.56,Low Risk
9300-RENDD,0,1,79.95,Yes,0.8645,69.12,High Risk
0761-AETCS,0,1,19.3,Yes,0.4251,8.2,Medium Risk
8087-LGYHQ,0,9,94.05,No,0.6613,62.2,High Risk
4137-BTIKL,0,2,90.75,No,0.4543,41.23,Medium Risk
2190-BCXEC,0,40,78.85,No,0.3071,24.21,Medium Risk
6227-FBDXH,1,69,99.5,No,0.1274,12.68,Low Risk
2153-MREFK,1,37,99.2,Yes,0.4055,40.23,Medium Risk
2911-WDXMV,0,18,80.55,No,0.3689,29.71,Medium Risk
7206-PQBBZ,0,11,70.2,No,0.5501,38.62,Medium Risk
3106-ULWFW,0,8,85.2,Yes,0.7117,60.64,High Risk
0925-VYDLG,0,3,75.25,Yes,0.6657,50.09,High Risk
4547-FZJWE,1,55,59.45,No,0.0584,3.47,Low Risk
7422-WNBTY,0,33,93.35,No,0.4743,44.28,Medium Risk
0842-IWYCP,0,46,44.95,No,0.1492,6.71,Low Risk
3521-HTQTV,2,34,26.1,No,0.0318,0.83,Low Risk
3744-ZBHON,0,3,20.2,No,0.2182,4.41,Low Risk
3373-DIUUN,2,30,21.25,No,0.0128,0.27,Low Risk
8383-SGHJU,1,33,59.4,No,0.0368,2.19,Low Risk
7607-QKKTJ,1,45,95.0,No,0.1152,10.94,Low Risk
7707-PYBBH,0,40,61.9,No,0.088,5.45,Low Risk
8984-HPEMB,2,71,118.65,No,0.0758,8.99,Low Risk
4349-GFQHK,0,1,54.35,Yes,0.6137,33.35,High Risk
4139-DETXS,2,72,64.45,No,0.0042,0.27,Low Risk
9779-DPNEJ,0,22,80.15,No,0.4076,32.67,Medium Risk
9805-FILKB,1,46,20.2,No,0.0073,0.15,Low Risk
5793-YOLJN,2,55,21.0,No,0.0082,0.17,Low Risk
0673-IGUQO,0,1,20.45,No,0.2531,5.18,Low Risk
4123-FCVCB,1,12,75.85,No,0.2949,22.37,Low Risk
8819-IMISP,0,31,80.45,No,0.4696,37.78,Medium Risk
7802-EFKNY,0,5,24.95,Yes,0.5508,13.74,Medium Risk
8311-UEUAB,2,67,75.5,No,0.0542,4.09,Low Risk
5858-EAFCZ,0,1,44.45,No,0.4847,21.54,Medium Risk
8035-BUYVG,1,40,42.35,Yes,0.3297,13.96,Medium Risk
1163-ONYEY,0,41,74.55,No,0.0925,6.9,Low Risk
9787-XVQIU,0,1,75.3,Yes,0.8548,64.37,High Risk
8945-MUQUF,1,51,94.8,Yes,0.2654,25.16,Low Risk
5656-MJEFC,2,42,48.15,No,0.0111,0.53,Low Risk
6082-OQFBA,1,23,19.65,No,0.009,0.18,Low Risk
8051-HJRLT,0,1,70.55,Yes,0.8052,56.81,High Risk
8974-OVACP,0,1,20.15,No,0.3621,7.3,Medium Risk
4010-YLMVT,0,56,106.6,No,0.212,22.6,Low Risk
1379-FRVEB,0,15,91.0,No,0.5016,45.65,Medium Risk
8612-GXIDD,2,12,25.4,No,0.0504,1.28,Low Risk
6288-CHQJB,2,54,69.95,No,0.0073,0.51,Low Risk
8160-HOWOX,0,7,66.85,No,0.3354,22.42,Medium Risk
3023-GFLBR,0,33,86.15,Yes,0.402,34.63,Medium Risk
6648-INWPS,0,16,20.15,No,0.0959,1.93,Low Risk
4223-BKEOR,1,21,64.85,No,0.086,5.58,Low Risk
4079-VTGLK,2,30,74.85,No,0.1147,8.59,Low Risk
1763-WQFUK,0,3,50.5,No,0.4095,20.68,Medium Risk
1391-UBDAR,0,11,72.9,No,0.4304,31.38,Medium Risk
8894-JVDCV,1,62,115.05,No,0.1528,17.58,Low Risk
2023-VQFDL,0,18,19.0,No,0.2164,4.11,Low Risk
1345-GKDZZ,0,6,19.55,No,0.1022,2.0,Low Risk
2014-MKGMH,1,46,101.1,No,0.3202,32.37,Medium Risk
5628-FCGYG,0,21,84.1,No,0.5217,43.87,Medium Risk
2560-WBWXF,2,68,24.15,No,0.0053,0.13,Low Risk
0248-IPDFW,0,1,50.1,No,0.4863,24.36,Medium Risk
7978-DKUQH,0,25,74.6,No,0.3805,28.39,Medium Risk
4335-UPJSI,2,24,19.75,No,0.0143,0.28,Low Risk
0524-IAVZO,0,30,85.0,Yes,0.5163,43.89,Medium Risk
2737-YNGYW,0,2,80.55,Yes,0.7538,60.72,High Risk
1784-EZDKJ,1,51,106.8,No,0.259,27.66,Low Risk
9297-FVVDH,2,57,84.5,No,0.0161,1.36,Low Risk
8007-YYPWD,2,15,25.05,No,0.0488,1.22,Low Risk
7101-HRBLJ,2,72,83.7,No,0.0046,0.39,Low Risk
5159-YFPKQ,0,2,75.8,Yes,0.684,51.85,High Risk
6635-CPNUN,0,28,96.6,No,0.3101,29.96,Medium Risk
4021-RQSNY,0,29,98.5,Yes,0.6151,60.59,High Risk
5453-YBTWV,2,70,101.1,No,0.0424,4.29,Low Risk
5039-LZRQT,1,13,20.2,No,0.0164,0.33,Low Risk
2931-VUVJN,1,59,94.05,No,0.1105,10.39,Low Risk
9061-TIHDA,0,13,95.25,Yes,0.7337,69.88,High Risk
8699-ASUFO,0,7,74.4,Yes,0.6763,50.32,High Risk
6418-PIQSP,2,62,81.0,No,0.0138,1.12,Low Risk
8220-OCUFY,1,21,60.25,No,0.0949,5.72,Low Risk
3995-WFCSM,0,2,60.85,No,0.4573,27.83,Medium Risk
1895-QTKDO,0,1,43.95,No,0.4161,18.29,Medium Risk
2038-OEQZH,0,4,86.05,No,0.6475,55.72,High Risk
1178-PZGAB,1,19,20.25,No,0.014,0.28,Low Risk
7927-AUXBZ,0,30,85.15,Yes,0.4386,37.35,Medium Risk
2626-VEEWG,2,67,19.4,No,0.0075,0.15,Low Risk
2878-RMWXY,2,72,102.65,No,0.0634,6.51,Low Risk
1657-DYMBM,2,53,19.9,No,0.0368,0.73,Low Risk
7311-MQJCH,1,5,19.55,No,0.0496,0.97,Low Risk
7375-WMVMT,2,71,95.5,No,0.0523,4.99,Low Risk
1136-XGEQU,1,50,84.15,No,0.0481,4.05,Low Risk
2530-FMFXO,2,56,103.2,No,0.1895,19.56,Low Risk
6844-DZKRF,0,2,50.2,No,0.4388,22.03,Medium Risk
4695-WJZUE,0,2,88.55,Yes,0.8556,75.76,High Risk
7619-ODSGN,0,24,54.75,Yes,0.2764,15.13,Low Risk
5970-GHJAW,2,46,19.95,No,0.0019,0.04,Low Risk
8879-XUAHX,2,71,116.25,No,0.0562,6.53,Low Risk
3689-MOZGR,0,29,31.2,No,0.2836,8.85,Low Risk
4195-PNGZS,2,69,24.45,No,0.0029,0.07,Low Risk
5003-XZWWO,2,71,84.2,No,0.015,1.26,Low Risk
3988-RQIXO,0,1,91.3,Yes,0.8691,79.35,High Risk
7622-FWGEW,2,56,85.65,No,0.0552,4.73,Low Risk
6922-NCEDI,1,56,21.2,No,0.0128,0.27,Low Risk
2514-GINMM,0,1,79.5,Yes,0.8735,69.44,High Risk
9891-NQDBD,1,28,25.55,No,0.043,1.1,Low Risk
6131-IUNXN,0,19,20.2,No,0.0729,1.47,Low Risk
8548-AWOFC,0,66,63.85,No,0.0781,4.99,Low Risk
9798-DRYDS,1,17,61.95,No,0.1013,6.28,Low Risk
8532-UEFWH,2,52,25.75,No,0.0041,0.11,Low Risk
6296-DDOOR,1,19,58.2,No,0.0926,5.39,Low Risk
7951-VRDVK,1,36,85.85,No,0.1072,9.2,Low Risk
5931-FLJJF,0,7,70.1,Yes,0.5311,37.23,Medium Risk
4815-YOSUK,1,72,104.9,No,0.0798,8.37,Low Risk
2659-VXMWZ,1,67,111.3,Yes,0.1673,18.62,Low Risk
0380-NEAVX,1,34,99.85,No,0.2321,23.18,Low Risk
3207-OYBWH,0,57,95.25,Yes,0.3132,29.83,Medium Risk
4285-GYRQC,0,7,86.25,Yes,0.7283,62.82,High Risk
7216-EWTRS,0,1,100.8,Yes,0.8899,89.7,High Risk
4365-MSDYN,0,8,19.55,No,0.1387,2.71,Low Risk
7036-TYDEC,2,69,104.0,No,0.099,10.3,Low Risk
5802-ADBRC,1,50,104.4,No,0.2066,21.57,Low Risk
8076-FEZKJ,1,10,19.5,No,0.0214,0.42,Low Risk
5197-YPYBZ,2,12,25.25,No,0.0147,0.37,Low Risk
8337-MSSXB,0,14,86.3,Yes,0.5697,49.17,Medium Risk
4312-GVYNH,2,70,49.85,No,0.0125,0.62,Low Risk
8495-LJDFO,0,64,108.95,No,0.2319,25.27,Low Risk
0839-JTCUD,2,66,89.9,No,0.0213,1.91,Low Risk
5494-WOZRZ,2,71,82.0,No,0.0051,0.42,Low Risk
1302-UHBDD,0,20,89.95,No,0.3902,35.1,Medium Risk
2234-EOFPT,2,72,79.35,No,0.0091,0.72,Low Risk
8619-IJNDK,2,71,64.05,No,0.0215,1.38,Low Risk
8378-LKJAF,0,38,101.15,No,0.4653,47.07,Medium Risk
8182-BJDSI,0,28,89.95,Yes,0.553,49.74,Medium Risk
2528-HFYZX,0,17,76.45,Yes,0.5202,39.77,Medium Risk
1153-GNOLC,1,33,39.1,No,0.1452,5.68,Low Risk
3298-QEICA,2,23,34.6,No,0.0447,1.55,Low Risk
0788-DXBFY,1,58,19.55,No,0.0347,0.68,Low Risk
3597-YASZG,2,70,104.45,No,0.145,15.15,Low Risk
3496-LFSZU,0,4,70.5,No,0.5682,40.06,Medium Risk
5242-UOWHD,2,45,20.35,No,0.0037,0.08,Low Risk
2482-CZGBB,0,10,70.0,Yes,0.4928,34.5,Medium Risk
6479-SZPLM,2,36,19.45,No,0.0038,0.07,Low Risk
8097-VBQTZ,0,54,69.9,No,0.0888,6.21,Low Risk
4500-HKANN,2,23,59.7,No,0.0469,2.8,Low Risk
9917-KWRBE,1,41,78.35,No,0.0342,2.68,Low Risk
3420-ZDBMA,0,5,71.45,No,0.5182,37.03,Medium Risk
2212-LYASK,1,27,45.85,No,0.1129,5.18,Low Risk
1393-IMKZG,0,1,95.85,No,0.6304,60.42,High Risk
8069-RHUXK,2,67,35.7,No,0.0261,0.93,Low Risk
3398-GCPMU,2,72,89.55,No,0.1091,9.77,Low Risk
2908-WGAXL,2,56,24.95,No,0.0234,0.58,Low Risk
3378-AJRAO,1,44,24.85,No,0.0337,0.84,Low Risk
1013-QCWAM,0,66,100.8,No,0.3968,40.0,Medium Risk
0866-QLSIR,1,34,64.4,Yes,0.0514,3.31,Low Risk
6050-FFXES,2,69,105.35,No,0.1007,10.61,Low Risk
7181-BQYBV,0,1,102.45,Yes,0.7925,81.19,High Risk
0362-RAOQO,2,40,19.65,No,0.0082,0.16,Low Risk
9554-DFKIC,0,30,54.45,No,0.1003,5.46,Low Risk
5527-ACHSO,0,11,70.5,No,0.1874,13.21,Low Risk
0829-DDVLK,1,15,20.1,No,0.019,0.38,Low Risk
1399-UBQIU,0,11,69.35,No,0.3174,22.01,Medium Risk
1813-JLKWR,1,64,19.8,No,0.0114,0.23,Low Risk
0336-PIKEI,2,72,74.4,No,0.0216,1.61,Low Risk
7322-OCWHC,2,72,93.05,No,0.0327,3.04,Low Risk
9537-VHDTA,0,1,51.2,No,0.3629,18.58,Medium Risk
4957-TIALW,1,15,65.6,No,0.0708,4.64,Low Risk
2054-PJOCK,1,60,80.55,No,0.053,4.27,Low Risk
9150-HEPMB,1,56,52.7,No,0.0408,2.15,Low Risk
9030-QGZNL,2,8,20.85,No,0.0233,0.49,Low Risk
6204-IEUXJ,0,3,80.1,Yes,0.704,56.39,High Risk
3126-WQMGH,0,49,52.15,No,0.1495,7.8,Low Risk
4529-CKBCL,0,2,80.2,Yes,0.7482,60.01,High Risk
2506-CLAKW,0,6,98.15,Yes,0.7761,76.17,High Risk
7176-WRTNX,2,70,114.95,No,0.1566,18.0,Low Risk
1583-IHQZE,0,12,112.95,Yes,0.7104,80.24,High Risk
5732-IKGQH,1,52,104.45,No,0.2181,22.78,Low Risk
9239-GZHZE,2,72,113.65,No,0.0244,2.77,Low Risk
7205-BAIAD,2,40,20.6,No,0.0093,0.19,Low Risk
0151-ONTOV,0,1,70.9,Yes,0.8116,57.54,High Risk
4140-MUHUG,0,3,86.85,Yes,0.7551,65.58,High Risk
0093-EXYQL,0,40,91.55,No,0.4211,38.55,Medium Risk
8064-RAVOH,0,1,49.85,No,0.5534,27.59,Medium Risk
0219-QAERP,1,30,19.8,No,0.0096,0.19,Low Risk
